# Target Pref 演化日志

| 时间 | 生物 | 平均条目 | 最大条目 | min~max | top偏好(源→目标=均值×种群数) |
| 7773 | 72 | 35.25 | 7 | 0.42~1.81 | (-19→28=1.57×23) (13→12=1.57×25) (7→2=0.54×17) (-7→-15=1.46×17) (-20→-16=1.45×8) |
| 7783 | 70 | 34.69 | 7 | 0.42~1.81 | (13→12=1.55×24) (-19→28=1.54×22) (-7→-15=1.47×15) (7→2=0.54×15) (-20→-16=1.45×9) |
| 7793 | 69 | 33.59 | 7 | 0.42~1.81 | (-19→28=1.54×21) (13→12=1.54×23) (-7→-15=1.47×14) (7→2=0.54×14) (-20→-16=1.45×9) |
| 7804 | 70 | 33.14 | 7 | 0.42~1.81 | (-19→28=1.54×21) (13→12=1.54×23) (-7→-15=1.47×14) (7→2=0.54×14) (-20→-16=1.45×9) |
| 7814 | 70 | 33.14 | 7 | 0.42~1.81 | (-19→28=1.54×21) (13→12=1.54×23) (-7→-15=1.47×14) (7→2=0.54×14) (-20→-16=1.45×9) |
| 7824 | 70 | 30.44 | 7 | 0.42~1.81 | (13→12=1.52×21) (-19→28=1.51×19) (-7→-15=1.47×12) (7→2=0.54×12) (-20→-16=1.45×9) |
| 7835 | 68 | 31.37 | 8 | 0.42~1.81 | (13→12=1.53×21) (-19→28=1.50×20) (-7→-15=1.47×12) (7→2=0.54×12) (-20→-16=1.45×9) |
| 7845 | 69 | 30.90 | 8 | 0.42~1.81 | (13→12=1.53×21) (-19→28=1.50×20) (-7→-15=1.47×12) (7→2=0.54×12) (-20→-16=1.45×9) |
| 7855 | 63 | 29.02 | 8 | 0.42~1.81 | (13→12=1.54×18) (-19→28=1.51×17) (-7→-15=1.48×10) (7→2=0.54×10) (-13→-18=1.46×8) |
| 7866 | 63 | 26.49 | 8 | 0.42~1.81 | (13→12=1.52×16) (-19→28=1.48×15) (-7→-15=1.48×8) (7→2=0.54×8) (-13→-18=1.46×8) |
| 7876 | 66 | 25.38 | 8 | 0.42~1.81 | (13→12=1.52×16) (-19→28=1.48×15) (-7→-15=1.48×8) (7→2=0.54×8) (-13→-18=1.46×8) |
| 7886 | 67 | 25.06 | 8 | 0.42~1.81 | (13→12=1.52×16) (-19→28=1.48×15) (-7→-15=1.48×8) (7→2=0.54×8) (-13→-18=1.46×8) |
| 7897 | 67 | 25.04 | 8 | 0.42~1.81 | (13→12=1.52×16) (-19→28=1.48×15) (-7→-15=1.48×8) (7→2=0.54×8) (-13→-18=1.46×8) |
| 7907 | 70 | 27.26 | 8 | 0.42~1.81 | (13→12=1.49×18) (-20→-16=1.48×10) (-7→-15=1.48×8) (22→20=1.47×10) (7→2=0.54×8) |
| 7917 | 68 | 28.00 | 8 | 0.42~1.81 | (13→12=1.49×18) (-20→-16=1.48×10) (-7→-15=1.48×8) (22→20=1.47×10) (7→2=0.54×8) |
| 7928 | 72 | 27.90 | 8 | 0.42~1.81 | (13→12=1.50×19) (-7→-15=1.48×9) (22→20=1.47×10) (-20→-16=1.46×11) (7→2=0.54×9) |
| 7938 | 71 | 28.30 | 8 | 0.42~1.81 | (13→12=1.50×19) (-7→-15=1.48×9) (22→20=1.47×10) (-20→-16=1.46×11) (7→2=0.54×9) |
| 7948 | 71 | 30.79 | 8 | 0.42~1.81 | (13→12=1.52×21) (-7→-15=1.48×11) (22→20=1.47×10) (-19→28=1.47×20) (-20→-16=1.46×11) |
| 7959 | 72 | 30.39 | 8 | 0.42~1.81 | (13→12=1.52×21) (-7→-15=1.48×11) (22→20=1.47×10) (-19→28=1.47×20) (-20→-16=1.46×11) |
| 7969 | 71 | 30.77 | 8 | 0.42~1.81 | (13→12=1.52×21) (-7→-15=1.48×11) (22→20=1.47×10) (-19→28=1.47×20) (-20→-16=1.46×11) |
| 7979 | 75 | 29.31 | 8 | 0.42~1.81 | (13→12=1.52×21) (-7→-15=1.48×11) (22→20=1.47×10) (-19→28=1.47×20) (-20→-16=1.46×11) |
| 7990 | 76 | 29.09 | 8 | 0.42~1.81 | (13→12=1.52×21) (-7→-15=1.48×11) (22→20=1.47×10) (-19→28=1.47×20) (-20→-16=1.46×11) |
| 8000 | 74 | 27.31 | 8 | 0.42~1.81 | (13→12=1.52×19) (-7→-15=1.49×10) (-19→28=1.47×18) (-20→-16=1.46×10) (7→2=0.54×10) |
| 8010 | 76 | 26.72 | 8 | 0.42~1.81 | (13→12=1.52×19) (-7→-15=1.49×10) (-19→28=1.47×18) (-20→-16=1.46×10) (7→2=0.54×10) |
| 8021 | 74 | 28.51 | 8 | 0.42~1.81 | (13→12=1.53×20) (-7→-15=1.49×11) (-19→28=1.49×19) (-20→-16=1.46×10) (7→2=0.54×11) |
| 8031 | 79 | 27.03 | 8 | 0.42~1.81 | (13→12=1.53×20) (-7→-15=1.49×11) (-19→28=1.49×19) (-20→-16=1.46×10) (7→2=0.54×11) |
| 8041 | 75 | 24.45 | 8 | 0.42~1.81 | (13→12=1.55×17) (-19→28=1.51×16) (22→20=1.50×7) (-7→-15=1.49×10) (-20→-16=1.46×8) |
| 8052 | 77 | 23.95 | 8 | 0.42~1.81 | (13→12=1.55×17) (-19→28=1.51×16) (22→20=1.50×7) (-7→-15=1.49×10) (-20→-16=1.46×8) |
| 8062 | 79 | 23.37 | 8 | 0.42~1.81 | (13→12=1.55×17) (-19→28=1.51×16) (22→20=1.50×7) (-7→-15=1.49×10) (-20→-16=1.46×8) |
| 8072 | 77 | 23.71 | 8 | 0.52~1.81 | (13→12=1.55×17) (-7→-15=1.51×10) (-19→28=1.51×16) (22→20=1.50×7) (-1→-6=1.47×10) |
| 8083 | 76 | 22.63 | 8 | 0.52~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.51×10) (-19→28=1.51×15) (-21→11=1.49×6) |
| 8093 | 76 | 22.62 | 8 | 0.52~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.51×10) (-19→28=1.50×15) (-21→11=1.49×6) |
| 8103 | 74 | 23.22 | 8 | 0.52~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.51×10) (-19→28=1.50×15) (-20→-16=1.50×6) |
| 8114 | 74 | 23.15 | 8 | 0.52~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.51×10) (-19→28=1.50×15) (-20→-16=1.50×6) |
| 8124 | 74 | 23.16 | 8 | 0.52~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.51×10) (-19→28=1.50×15) (-20→-16=1.50×6) |
| 8134 | 73 | 22.18 | 8 | 0.52~1.81 | (13→12=1.56×15) (22→20=1.54×6) (-7→-15=1.52×9) (-20→-16=1.50×6) (-19→28=1.50×14) |
| 8145 | 71 | 21.42 | 8 | 0.52~1.81 | (13→12=1.54×14) (22→20=1.54×6) (-7→-15=1.52×8) (-20→-16=1.50×6) (-21→11=1.49×6) |
| 8155 | 69 | 21.90 | 8 | 0.52~1.81 | (13→12=1.54×14) (22→20=1.54×6) (-7→-15=1.52×8) (-20→-16=1.50×6) (-21→11=1.49×6) |
| 8165 | 69 | 21.90 | 8 | 0.52~1.81 | (13→12=1.54×14) (22→20=1.54×6) (-7→-15=1.52×8) (-20→-16=1.50×6) (-21→11=1.49×6) |
| 8176 | 68 | 22.12 | 8 | 0.52~1.81 | (13→12=1.54×14) (22→20=1.54×6) (-7→-15=1.52×8) (-20→-16=1.50×6) (-21→11=1.49×6) |
| 8186 | 70 | 21.53 | 8 | 0.52~1.81 | (13→12=1.54×14) (22→20=1.54×6) (-7→-15=1.52×8) (-20→-16=1.50×6) (-21→11=1.49×6) |
| 8196 | 69 | 21.75 | 8 | 0.52~1.81 | (13→12=1.54×14) (22→20=1.54×6) (-7→-15=1.52×8) (-20→-16=1.50×6) (-21→11=1.49×6) |
| 8206 | 70 | 22.77 | 8 | 0.48~1.81 | (13→12=1.56×15) (22→20=1.54×6) (-7→-15=1.53×9) (-20→-16=1.50×6) (-19→28=1.50×14) |
| 8216 | 70 | 22.70 | 8 | 0.48~1.81 | (13→12=1.56×15) (22→20=1.54×6) (-7→-15=1.53×9) (-20→-16=1.50×6) (-19→28=1.50×14) |
| 8226 | 71 | 22.44 | 8 | 0.48~1.81 | (13→12=1.56×15) (22→20=1.54×6) (-7→-15=1.53×9) (-20→-16=1.50×6) (-19→28=1.50×14) |
| 8236 | 73 | 23.22 | 8 | 0.48~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.53×10) (-19→28=1.51×15) (-20→-16=1.50×6) |
| 8246 | 74 | 22.84 | 8 | 0.48~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.53×10) (-19→28=1.51×15) (-20→-16=1.50×6) |
| 8256 | 75 | 22.60 | 8 | 0.48~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.53×10) (-19→28=1.51×15) (-20→-16=1.50×6) |
| 8266 | 76 | 22.30 | 8 | 0.48~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.53×10) (-19→28=1.51×15) (-20→-16=1.50×6) |
| 8276 | 78 | 21.79 | 8 | 0.48~1.81 | (13→12=1.57×16) (22→20=1.54×6) (-7→-15=1.53×10) (-19→28=1.51×15) (-20→-16=1.50×6) |
| 8286 | 76 | 21.11 | 8 | 0.48~1.81 | (13→12=1.58×15) (22→20=1.55×5) (-19→28=1.55×14) (-7→-15=1.53×10) (-20→-16=1.51×5) |
| 8296 | 76 | 21.21 | 8 | 0.48~1.81 | (13→12=1.58×15) (22→20=1.55×5) (-19→28=1.55×14) (-7→-15=1.53×10) (-20→-16=1.51×5) |
| 8306 | 76 | 21.21 | 8 | 0.48~1.81 | (13→12=1.58×15) (22→20=1.55×5) (-19→28=1.55×14) (-7→-15=1.53×10) (-20→-16=1.51×5) |
| 8316 | 74 | 20.50 | 8 | 0.48~1.81 | (13→12=1.57×14) (22→20=1.55×5) (-19→28=1.54×13) (-7→-15=1.53×9) (-20→-16=1.51×5) |
| 8326 | 73 | 20.77 | 8 | 0.48~1.81 | (13→12=1.57×14) (22→20=1.55×5) (-19→28=1.54×13) (-7→-15=1.53×9) (-20→-16=1.51×5) |
| 8336 | 72 | 20.97 | 8 | 0.48~1.81 | (13→12=1.57×14) (22→20=1.55×5) (-19→28=1.54×13) (-7→-15=1.53×9) (-20→-16=1.51×5) |
| 8346 | 70 | 20.09 | 8 | 0.48~1.81 | (13→12=1.55×13) (22→20=1.55×5) (-7→-15=1.54×8) (-19→28=1.52×12) (-20→-16=1.51×5) |
| 8356 | 69 | 20.30 | 8 | 0.48~1.81 | (13→12=1.55×13) (22→20=1.55×5) (-7→-15=1.54×8) (-19→28=1.52×12) (-20→-16=1.51×5) |
| 8366 | 70 | 20.06 | 8 | 0.48~1.81 | (13→12=1.55×13) (22→20=1.55×5) (-7→-15=1.54×8) (-19→28=1.52×12) (-20→-16=1.51×5) |
| 8376 | 70 | 18.71 | 8 | 0.52~1.81 | (22→20=1.55×5) (13→12=1.54×12) (-7→-15=1.53×7) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8386 | 70 | 18.70 | 8 | 0.52~1.81 | (22→20=1.55×5) (13→12=1.54×12) (-7→-15=1.53×7) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8396 | 71 | 18.44 | 8 | 0.52~1.81 | (22→20=1.55×5) (13→12=1.54×12) (-7→-15=1.53×7) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8406 | 72 | 18.36 | 8 | 0.52~1.81 | (22→20=1.55×5) (13→12=1.54×12) (-7→-15=1.53×7) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8416 | 72 | 18.36 | 8 | 0.52~1.81 | (22→20=1.55×5) (13→12=1.54×12) (-7→-15=1.53×7) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8426 | 75 | 17.79 | 8 | 0.52~1.81 | (22→20=1.55×5) (13→12=1.54×12) (-7→-15=1.53×7) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8436 | 75 | 16.56 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8446 | 75 | 16.52 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8456 | 74 | 16.64 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8466 | 75 | 16.45 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8476 | 76 | 16.14 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8486 | 79 | 15.94 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8496 | 80 | 15.72 | 8 | 0.52~1.81 | (22→20=1.55×5) (-7→-15=1.53×6) (13→12=1.52×11) (-20→-16=1.51×5) (-21→11=1.51×5) |
| 8506 | 79 | 13.84 | 8 | 0.51~1.81 | (-7→-15=1.54×5) (-20→-16=1.53×4) (13→12=1.53×9) (22→20=1.52×4) (-21→11=1.50×4) |
| 8516 | 80 | 13.68 | 8 | 0.51~1.81 | (-7→-15=1.54×5) (-20→-16=1.53×4) (13→12=1.53×9) (22→20=1.52×4) (-21→11=1.50×4) |
| 8526 | 77 | 12.81 | 8 | 0.51~1.81 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (13→12=1.56×8) (-18→21=1.55×3) |
| 8536 | 77 | 12.70 | 8 | 0.51~1.81 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (13→12=1.56×8) (-18→21=1.55×3) |
| 8546 | 76 | 12.75 | 8 | 0.51~1.81 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (13→12=1.56×8) (-18→21=1.55×3) |
| 8556 | 76 | 11.63 | 8 | 0.51~1.75 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (-18→21=1.55×3) (13→12=1.53×7) |
| 8566 | 79 | 11.35 | 8 | 0.51~1.75 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (-18→21=1.55×3) (13→12=1.53×7) |
| 8576 | 76 | 11.54 | 8 | 0.51~1.75 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (-18→21=1.55×3) (13→12=1.53×7) |
| 8586 | 78 | 11.41 | 8 | 0.51~1.75 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (-18→21=1.55×3) (13→12=1.53×7) |
| 8596 | 77 | 11.52 | 8 | 0.51~1.75 | (22→20=1.60×3) (-21→11=1.57×3) (-20→-16=1.56×3) (-18→21=1.55×3) (13→12=1.53×7) |
| 8606 | 73 | 10.44 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8616 | 73 | 10.40 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8626 | 71 | 10.59 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8636 | 73 | 10.36 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8646 | 72 | 10.56 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8656 | 70 | 10.73 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8666 | 76 | 10.41 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8676 | 76 | 10.39 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8686 | 78 | 10.23 | 8 | 0.51~1.75 | (-19→28=1.61×5) (22→20=1.57×2) (13→12=1.57×6) (-18→21=1.54×2) (-21→11=1.54×2) |
| 8696 | 77 | 9.39 | 8 | 0.51~1.75 | (-19→28=1.57×4) (22→20=1.57×2) (-18→21=1.54×2) (-21→11=1.54×2) (13→12=1.54×5) |
| 8706 | 78 | 9.42 | 8 | 0.51~1.75 | (-19→28=1.57×4) (22→20=1.57×2) (-18→21=1.54×2) (-21→11=1.54×2) (13→12=1.54×5) |
| 8716 | 80 | 9.34 | 8 | 0.51~1.75 | (-19→28=1.57×4) (22→20=1.57×2) (-18→21=1.54×2) (-21→11=1.54×2) (13→12=1.54×5) |
| 8726 | 80 | 9.46 | 8 | 0.51~1.75 | (-19→28=1.57×4) (22→20=1.57×2) (-18→21=1.54×2) (-21→11=1.54×2) (13→12=1.54×5) |
| 8736 | 78 | 9.56 | 8 | 0.51~1.75 | (-19→28=1.57×4) (22→20=1.57×2) (-18→21=1.54×2) (-21→11=1.54×2) (13→12=1.54×5) |
| 8746 | 73 | 8.30 | 8 | 0.51~1.75 | (-18→21=1.75×1) (22→20=1.67×1) (-21→11=1.65×1) (-20→-16=1.61×1) (13→12=1.60×4) |
| 8756 | 72 | 7.22 | 8 | 0.51~1.75 | (-18→21=1.75×1) (22→20=1.67×1) (-21→11=1.65×1) (-20→-16=1.61×1) (13→12=1.55×3) |
| 8766 | 75 | 7.19 | 8 | 0.51~1.75 | (-18→21=1.75×1) (22→20=1.67×1) (-21→11=1.65×1) (-20→-16=1.61×1) (13→12=1.55×3) |
| 8776 | 74 | 5.72 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8786 | 74 | 5.81 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8796 | 72 | 5.78 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8806 | 71 | 5.94 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8816 | 70 | 5.89 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8826 | 65 | 5.78 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8836 | 65 | 5.68 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8846 | 63 | 5.41 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8856 | 61 | 5.41 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8866 | 60 | 5.40 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8876 | 60 | 5.23 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8886 | 59 | 5.27 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8896 | 60 | 5.12 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8906 | 60 | 4.93 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8916 | 60 | 4.93 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8926 | 64 | 4.80 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8936 | 59 | 4.93 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8946 | 59 | 5.02 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8956 | 60 | 4.93 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8966 | 61 | 4.97 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8976 | 62 | 4.97 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8986 | 61 | 5.05 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 8996 | 60 | 5.13 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9006 | 61 | 5.07 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9016 | 61 | 5.07 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9026 | 59 | 5.17 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9036 | 61 | 5.00 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9046 | 61 | 5.21 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9056 | 57 | 5.37 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9066 | 56 | 5.41 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9076 | 55 | 5.58 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9086 | 59 | 5.64 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9096 | 60 | 5.77 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9106 | 60 | 5.77 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9116 | 62 | 5.76 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9126 | 62 | 5.76 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9136 | 63 | 5.67 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9146 | 63 | 5.67 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9156 | 60 | 5.88 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9166 | 62 | 5.77 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9176 | 61 | 5.87 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9186 | 61 | 5.87 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9196 | 60 | 6.00 | 6 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9206 | 61 | 7.69 | 6 | 0.51~1.74 | (-19→28=1.74×3) (13→12=1.72×3) (-10→8=0.52×3) (-4→4=1.48×3) (-7→-15=1.48×3) |
| 9216 | 57 | 6.46 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9226 | 57 | 6.44 | 5 | 0.51~1.74 | (-19→28=1.74×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) (-7→-15=1.48×2) |
| 9236 | 56 | 6.48 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9246 | 57 | 6.46 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9256 | 55 | 6.51 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9266 | 57 | 6.58 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9276 | 57 | 6.58 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9286 | 56 | 6.62 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
| 9296 | 54 | 6.63 | 5 | 0.51~1.74 | (-19→28=1.74×2) (13→12=1.72×2) (23→23=0.51×2) (-10→8=0.52×2) (-4→4=1.48×2) |
